Name,Email
White House Hotel,frontdesk@whitehousebiloxi.com
Ingleside Estate,info@inglesideinn.com
Mega Hotel Management,kamran@megahotelsnc.com
Inhouse Hotel,inhouse.tc.fo@inhousehotel.com
BookYourBlock,support@bookyourblock.com
Lodge at Lionshead,info@lodgeatlionshead.com
Salt Hotel,stay@salt-hotel.com
Visit Visalia,suzanne@visitvisalia.com
Crowne Plaza Los Angeles Harbor Hotel,reservations@cplaharborhotel.com
The Blackwell Inn,blackwellbilling@osu.edu
Twenty Mile House,info@twentymilehouse.com
The Bissell House Bed and Breakfast,info@bissellhouse.com
VANI HOSPITALITY,shivani@vanihospitality.com
"LuLu Hotel Silver City, New Mexico",frontdesk@lulusilver.com
Moderne Hotel,reservations@modernehotelnyc.com
The Grand Hotel in Salem,reservations@grandhotelsalem.com
Marina Motel,sewardhospitalitygroup@yahoo.com
The Lexi,frontdesk@thelexilasvegas.com
Hotel Valencia Riverwalk,sareservations@valenciagroup.com
Grand Canyon Grand Hotel -,reserve-gh@xanterra.com
The Charter at Beaver Creek,bcres@eastwest.com
mysite,arios@5riversokc.com
Seralago Hotel & Suites,sales@seralagohotel.com
Blossom Hotel & Suites Traverse City,hello@traverseblossom.com
Four Queens Hotel & Casino,reservations@fourqueens.com
Glasbern Inn,innkeeper@glasbern.com
Handels Hotel,info@handelshotel.ie
Valet Cleveland,vip@valetcleveland.com
A.ROMA Lifestyle Hotel,booking.aroma@ldchotels.com
Carter House Inn,reserve@carterhouse.com
Best Western Plus Island Palms Hotel & Marina,res@islandpalms.com
Kahana Village,village@kahanavillage.com
Historic Hotels of America,mcoletti@historichotels.org
Tivoli Lodge,reservations@tivolilodge.com
Hotel Mazarin,jgunther@jcollectionhotels.com
The Opus Westchester,press@theopuswestchester.com
Valet Cleveland,vipvaletpark@gmail.com
30304260274,frontdesk@thebishophotel.com
THE VICTORIA PARK HOTEL,victoriaparkhotel@nbvresorts.com
Goodstone Inn & Restaurant,chobbs@goodstone.com
Zuber's Homestead Hotel,welcome@zubershomesteadhotel.com
Hotel PASEO,info@hotelpaseo.com
Hotel Flora and Fauna,wish@hotelfloraandfauna.com
Home of Peace of Oakland,info@homeofpeace.com
Stagecoach House Inn,woodriverstagecoachinn@gmail.com
Lake Mead Cruises,emaillakemead@aramark.com
The Ellison,sales@ellisonhotel.com
Vista Fleet,krochel@vistafleet.com
Bayfront Marin House,info@bayfrontmarinhouse.com
Hotel Help Services,jasonharris@hotelhelpservices.com
Frankenmuth Cheese Haus,info@cheesehaus.com
Park City Hotels,ionut.ggrasu@gmail.com
Chicago River Hotel,info@chicagoriverhotel.com
The Shore House Hotels,hello@stayshorehouse.com
Colonial Inn,colonialinngm@gmail.com
Western Maryland Scenic Railroad,info@wmsr.com
Bar Harbor Grand Hotel,reservations@barharborgrand.com
Mountain Chalet Aspen,res@mca.travel
SR Hospitality Group,info@supremerealityhotels.com
Deluxe Travel Agency,booking@deluxetraveladvisor.com
Hotel Paisano,frontdesk@hotelpaisano.com
The Breakers Hotel,breakers@aloha.net
pacificbeachinn,frontdesk@pbinn.com
Halcyon,halcyonhost@halcyonhotelcherrycreek.com
The Stella Hotel,ealcala@thestellahotel.com
Inn At The Round Barn The,events@theroundbarn.com
Topside Inn,whitehall@larkhotels.com
West Lane Inn,innkeeper@westlaneinn.com
HollyHedge Estate,events@hollyhedge.com
The Golden Hotel,dustin@thegoldenhotel.com
Inn & Spa at Cedar Falls,info@hockinghillsgolfclub.com
The Foundry Hotel,greetings@foundryasheville.com
Crystal Sands Motel,crystalsands21@gmail.com
B Ocean Fort Lauderdale,accessibility@bhrus.com
Cherry Tree Inn,guestservices@cherrytreeinn.com
,info@sohogrand.com
Amtrend,amtrend@amtrend.com
Auguszta Hotel,auguszta@collegehostels.hu
Next Generation Hospitality,enquiry@nextgenerationhospitality.com
Gut Altona,veranstaltung@gut-altona.de
Dakota Inn Minot,dakotainnhotel@gmail.com
Terminal Palace Hotel & SPA,info@terminalpalace.it
Fredericksburg Inn & Suites,stay@fredericksburg-inn.com
Centralia Square Grand Ballroom & Hotel,centraliasquareevents@outlook.com
All Seasons River Inn,hello@allseasonsriverinn.com
Cuthbert House,concierge@cuthberthouse.com
Hotel Veritas,concierge@thehotelveritas.com
Geneva Motel,atul0183@sbcglobal.net
Black Monarch Hotel,ekbmedia@gmail.com
Grayhaven Motel,grayhavenmotel@gmail.com
Hotel St Michael,frontdesk@stmichaelhotel.com
Union Hotel Santa Rosa,daniel@unionhotel.com
Scott's Pizza Tours,info@scottspizzatours.com
New Park Event Venue,events@newparkeventvenue.com
Yogh group,contact@yogh.group
The Stirling Hotel,thestirlinghotel@gmail.com
Guruescape,support@guruescape.com
"Ola Properties,",rentals@olaproperties.com
,agustinamingote@gmail.com
Meeting Innovations,carla@meetinginnovations.com
The Blackwell Inn,blackwellreservations@osu.edu
Inn at Great Neck,reservations@innatgreatneck.com
The Lodges on Vashon,stay@lodgesonvashon.com
Pacific Inn,info@thepacificinn.com
Gage Hotel,welcome@gagehotel.com
Frenchmen Hotel,thefrenchmen@feedmedia.com
Deno's Mountain Bistro,brian@denoswp.com
,upperdeckhotel@gmail.com
South Congress Hotel,concierge@southcongresshotel.com
The Lloyd Hotel,pr@thelloydstamford.com
Keefers Inn,keefersinn@hotmail.com
HBC Event Services,support@hbceventservices.com
beechtreecottages,shop@beechtreecottages.com
"Georgios Banquets, Quality Inn & Suites Conference Centre",valerie@georgios.com
Sonoma Valley VB,info@sonomavalley.com
The Mighty Union,info@themightyunion.com
The Guild Hotel,sales@theguildhotel.com
Aloha Motel,alohanw@verizon.net
Destination Leavenworth,stay@destinationleavenworth.com
Hotel Floyd,info@hotelfloyd.com
Hotel Zico,res@hotelzico.com
Hawthorne Hotel,info@hawthornehotel.com
Marquesa Hotel,concierge@oceankey.com
Trademark Tours,tours@trademarktours.com
Truckee Mountain Vacation,truckeemountainvr@gmail.com
Hostel Detroit,reservations@hosteldetroit.com
Inn On The Lakes,reservations@innonthelakes.net
Infinity Hotel San Francisco,welcome@infinityhotelsf.com
Petit Ermitage,reservations@petitermitage.com
Kimpton,sales@thesylvanhotel.com
American Inn of Bethesda,americaninnbethesda@baywoodhotels.com
Berry Springs Lodge,stay@berrysprings.com
SAP Hospitality Management,info@saphotels.com
The Perry Hotel Key West,sales@perrykeywest.com
"Boxer & Dane,",boxeranddane@gmail.com
Lodge at Marconi,sales@lodgeatmarconi.com
Hotbot.ai ? Manage sales of hotel services online,sales@hotbot.ai
Marina del Rey Hotel,cfelice@marinadelreyhotel.com
The Saguaro Palm Springs,palmspringsevents@thesaguaro.com
Hotel of Tomorrow,chicago@gettys.com
mysite,tbirdmotorinn@gmail.com
Pets2GO!,petfriendly@pets2go.pet
AJ Link,mgassols@ajlink.com
Tahoe House Hotel,tahoehousehotel@sbcglobal.net
Hillbrook Motel,staywithus@hillbrookmotel.com
Green Hotel Cards,info@greenhotelcards.com
CascadeVillage,youngmountainmanagement@gmail.com
Hotel Glenwood Springs,info@hotelglenwood.com
Another Side Of Los Angeles Tours,la@anothersidetours.com
exehotelguadalete.com,reservations@eurostarshotelcompany.com
Glen Eyrie,sales@gleneyrie.org
Godfrey Detroit,jobs@godfreyhoteldetroit.com
The Roosevelt Hotel,teamroosevelt@rooseveltnyc.com
Morning Glory Inn,mgloryinn@gmail.com
The Arlington Inn,stay@arlingtoninn.com
Hotel Santa Cruz Plaza,reservas@hscp.cl
Heritage Hotel New York City,sales.heritagehotelnyc@gmail.com
Safemark Systems,support@safemark.com
The Plaza Hotel,plz.dataprotection@fairmont.com
The Darling Hotel,jessica.garcia@thedarlingvisalia.com
Landmark Hotel Group,raj.jain@landmarkhg.com
Dreamcatcher Tipi Hotel,info@dreamcatchertipihotel.com
Ann Arbor Regent Hotel & Suites,gm@annarborregent.com
Floris Suite Hotel,support@tophotels.com
Sewanee Inn,guestservices@sewanee-inn.com
The Oatridge Hotel,oatridgehotel1951@btopenworld.com
River Mountain,reservations@rivermountain.org
Hotel Villa Athena,reservations@hotelvillaathena.it
Gorham Motor Inn,stay@gorhammotorinn.com
South Shire,relax@southshire.com
Lodge at Marconi,pr@lodgeatmarconi.com
4411 Inn & Suites,info@4411innandsuites.com
HMG Hospitality,info@hmghospitality.com
The Pine Lodge,jennifer@averillhospitality.com
Otis Harbor Springs,info@otisharborsprings.com
The Herrington Inn & Spa,lisa_landers@herringtoninn.com
Hotel Vajolet,info@hotel-vajolet.it
Golden Mazzeh Hotel,info@golden-mazzeh.com
Cambria Pines Lodge Rstrnt,info@cambriachristmasmarket.com
Red Sands Hotel,staff@redsandshotel.com
Perennial Vacation Club,reservations@perennialvacationclub.com
Howard Johnson Anaheim Hotel,stay@hojoanaheim.com
Digney York Associates,info@digneyyork.com
Otelier,info@otelier.io
Sage Hotels,media@sagehospitalitygroup.com
1898 Waverly Inn,info@waverlyinn.com
Loji Hotel Solo,hotelloji@gmail.com
Hotel Und Restaurant Gutshaus Federow,simone@mueritz-gastro.de
Albert Hotel,reservations@alberthotel.com
Bay Landing Hotel,info@baylandinghotel.com
Orbit In Hotel,kevandjin@orbitin.com
Hanover Inn Dartmouth,drew@twolouis.com
Woolverton Inn,sheep@woolvertoninn.com
TRACKSTAR COMMUNICATIONS,info@trackstarcommunications.com
The Inn at Longwood Medical,info@innatlongwood.com
Nevotek,sales@nevotek.com
Honest Sources,sales@honestsources.com
Seaside Inn,seasideinn@att.net
St Julien Hotel & Spa,conciergedesk@stjulien.com
,wweeiihhuuaanngg@gmail.com
River Mountain,ellie@ellieburke.life
AA Oceanfront,info@aaoceanfront.com
Cataloochee Ranch,stay@cataloocheeranch.com
SMC Hotels Group,delton.smith@smchotels.com
Hangar Hotel,reservations@hangarhotel.com
Paradise Hotels,reservations@paradisehotels.com
Cadillac Hotel & Beach Club,concierge@cadillachotelmiamibeach.com
The Amazing Flameless Candle,cs@flamelesscandles.com
Fire Mountain Inn,reservations@firemt.com
Mega Lestari Hotel,buanalestarihotel@gmail.com
The Arlington Inn,arlingtoninnvt@gmail.com
Inn at the 5th,reservations@innat5th.com
Yellow Springs Motel,yellowspringsmotel@gmail.com
Inn on Boltwood,reservations@innonboltwood.com
,example@mail.com
hotelitems.com,sales1@hotelitems.com
HM Hospitality Consultants,scott@hmhospitalityconsultants.com
THE LYLE HOTEL,thelylehotel@gmail.com
Rainbow Ranch Lodge,info@rainbowranchbigsky.com
Hotel Verdant,frontdesk@hotelverdant.com
Infinity Meetings & Events,christine@infinityluxtravel.com
The Palm Springs Hotel,reserve@thepalmspringshotel.com
Hotel París Centro,reservas@hotelpariscentro.es
Hotel Andaluz,contactus@hotelandaluz.com
Timberlake Lodge,bryce@lindskovranches.com
KMD Hospitality Mgmt,vp@kmdmanagement.net
Inn At Churon Winery,wineclub@innatchuronwinery.com
College Inn Hotel,stay@collegeinnseattle.com
ICL/International Content Liquidations,info@iclsales.com
"Capitol Plaza Hotel & Convention Center, Jefferson City",cphinfo@atriumhospitality.com
The Setting Inn Napa Valley,reservations@thesettinginn.com
Seacliff On The Bluff,seacliff.gualala@gmail.com
Harbor House Inn,ella.k@theharborhouseinn.com
Somerset Inn,reservations@somersetinn.com
greenvalleymotorlodgenashville.com,m64153bo@6franchise.com
Luxury Rentals Miami Beach,info@lrmb.com
The Plaza Hotel,plazareservation@fairmont.com
St Mawes Hotel,reservations@stmawes.com
Celeste of St. Paul,sales@celestestpaul.com
The Hotel Marblehead,stay@thehotelmarblehead.com
Hotel Saint Clair,sales@chicagostclairhotel.com
Symphony Hotel & Restaurant,symphonyhotel@gmail.com
Lord Baltimore Hotel,reservations@lordbaltimorehotel.com
Go SoIN Tourism,todd@gosoin.com
The Troubadour Hotel New Orleans,troubadour@scarletthotelgroup.com
Cmon Inn,bozeman@cmoninn.com
TownHouse Extended Stay Hotel Downtown,townhouse.lincoln@gmail.com
Meeting Innovations,team@meetinginnovations.com
Top Floor,susan@topfloorpodcast.com
Sugar Magnolia Bed & Breakfast,sugmagbb@gmail.com
Empress Hotel,sales@empress-hotel.com
Acorn Suites,reservation@acornsuites.com
Hotel Caza,reservations@hotelcaza.com
Fort Magruder Hotel and Conference Center,reservations@fortmagruderhotel.com
Fresh Coast Motel,stay@freshcoastmotel.com
Hotel Cav Cristo,residencialuniao@sapo.pt
Ontario Inn,ontarioinn@msn.com
Four Seasons,press@twocanal.com
Halcyon,sales@halcyonhotelcherrycreek.com
Lemon Tree Inn,reservations@treeinns.com
The Drayton,press@thedraytonhotel.com
SeaGlass Inn Bed & Breakfast,seaglassinn@outlook.com
The Cole Hotel,reservations@thecolehotel.com
US Hotel Supply,nabeel.ghani90@gmail.com
Seralago Hotel & Suites,res@seralagohotel.com
Private Hotel  Pure Food,michael@caspersfarm.com
Heathman Hotel Kirkland,moneil@columbiahospitality.com
Cox Hospitality Construction Service,mikec@coxhcs.com
Gaslamp Plaza Suites,reservations@gaslampplaza.com
Broadway Plaza Hotel,reservations@broadwayplazahotel.com
Station 101,station101pub@gmail.com
The Sherwood Inn,jcarter@thesherwoodinn.com
Marion Inn,marioninn@comcast.net
Lodging Missouri,info@bransonarealodging.com
The Stanford Park Hotel,sales@stanfordparkhotel.com
Wikiup Bed and Breakfast,lodging@wikiupbnb.com
The Porches Inn at MASS MoCA,mel@porches.com
Joshua Tree Inn & Motel,joshuatreeinn@gmail.com
HOTEL LIQUIDATION WAREHOUSE,christine@hotelliquidationwarehouse.com
International Guest House,mail@intlguesthouse.com
Berkshire Hills Motel,stayberkshires@gmail.com
Hotel Flora and Fauna,reservations@hotelfloraandfauna.com
Chelan Lookout,service@chelanlookout.com
HCHMA,slewis@hchma.org
The Moran CITYCENTRE,reservations@themoranhotel.com
The Pound House Inn,info@thepoundhouseinn.com
The Spencer Hotel & Spa,spencerhotel@gmail.com
Sassafras Bed & Breakfast,jimkim4@roadrunner.com
Roxford Lodge Hotel,reservations@roxfordlodge.ie
Sun N Sand Motel,snsmotel@gmail.com
Hotbot.ai ? Manage sales of hotel services online,support@hotbot.ai
Knob Hill Inn,joleenz@greenrubino.com
meetNKY Northern Kentucky Convention and Visitors Bureau,simonkneafsey@hotmail.com
Walnut Street Inn,stay@walnutstreetinn.com
Guest Valet,info@guestvalet.com
SCHAEFFERS GARMENT HOTEL,sales@schaeffersgarmenthotel.com
The Inn at the Rostay,rostayinn@gmail.com
MOLLIE Aspen,reservations@mollieaspen.com
Howard Johnson Anaheim Hotel,heather.brodersen@hojoanaheim.com
Geyserville Inn,frontdesk@geyservilleinn.com
Hotel Millwright,stay@hotelmillwright.com
Park Point Marina Inn,reservations@parkpointmarinainn.com
Cedar Crest Inn,stay@cedarcrestinn.com
Roseloe Motel,roseloemotel@outlook.com
elcapitanhotelmerced.com,reservations@elcapitanhotelmerced.com
Eastern Inns,stay@easterninns.com
East Wind Long Island,info@eastwindlongisland.com
"Boxer & Dane,",reservations@boxeranddane.com
Hotels4Teams,reservations@hotels4teams.hotelplanner.com
Mayflower Park Hotel,frontdesk1@mayflowerpark.com
Lord Baltimore Hotel,frontdesk@lordbaltimorehotel.com
Emeline,hello@hotelemeline.com
Reflection Travel Agency,jim@reflectiontravel.com
Harbor House Inn,reservations@theharborhouseinn.com
HospitalityVision,info@hospitalityvision.net
SF Bird Hotel,sfbirdhotel@gmail.com
Temptation Tours,reservations@temptationtours.com
Scoggin Blue,rtharp@scogginblue.com
Redondo Pier Inn,redondopierinn@gmail.com
,sales@thekenthotel.com
White Porch Inn,info@whiteporchinn.com
The Crossings at Carlsbad,reservations@thecrossingsatcarlsbad.com
San Carlos Hotel,reserve@schnyc.com
Lumière with Inspirato,reservations@duntondestinations.com
Elkhart County,jessica.risner@eccvb.org
Wallowa Lake Lodge,info@wallowalakelodge.com
The San Francisco Peninsula,info@thesfp.com
The Mission Inn Hotel & Spa,reservations@missioninn.com
Sea Oats Captiva Island Estate,reservations@seaoatscaptivaisland.com
The Hay-Adams,sales@hayadams.com
G6 Hospitality,rpatel@g6hospitality.com
LIC Hotel,reservations@lichotelny.com
Swan Motel,reservations@swanmotel.com
The Harbor Inn,innkeeper@harborinnkennebunkport.com
The Siena Hotel,acarey@sienahotel.com
The Bowery Hotel,reservations@bohonyc.com
regencyinnuf.com,regencyinnuf@gmail.com
WinterPark Mtn Lodge,info@winterparkhotel.com
White Space,info@white-space.com
Vermejo,reservations@tedturnerreserves.com
Lotte Hotel Seattle,reservations@lottehotelseattle.com
Architects Inn,woodbinecottagenewport@gmail.com
John's Pass Hotel,reservations@johnspasshotelfl.com
Eliza Jane Hotel,info@theelizajane.com
Topside Inn,info@topsideinn.com
Duke Consulting,paigeduke@dukeconsultingllc.com
Tingle Creek Hotel,info@tinglecreek-hotel.co.uk
Rivertown Inn,rivertown@rivertowninn.com
Nigel Restaurant & H,nigel@nigel.de
ORLAND INN,orlandinn1052@gmail.com
hotel-stenbrock.de,mail@hotel-stenbrock.de
Simba Run,reservations@simbarun.com
MCM Elegante Hotel and Suites,od3elegante@mcmelegante.com
Weatherford Hotel,weathtel@weatherfordhotel.com
Hotel Wittstaig Schw,mail@hotel-wittstaig.de
The Hampton Maid,dine@hamptonmaid.com
Villa Hygge,info@villahyggehotel.com
"The Joule, Dallas",info@thejouledallas.com
Panama Hotel & Restaurant,reservations@panamahotel.com
Hospitality with a Flair,it@hwfhotels.com
adoba® Naubinway,reservations@adobanaubinway.com
pricingservice.ai,info@pricingservice.ai
Orchard Street Hotel,reservations@orchardstreethotel.com
Walpole Hotel,walpolehotelmotel@bigpond.com
Guarany Hotel,reservas@guaranyhotel.com
Sabal Palm House Bed and Breakfast,info@sabalpalmhouse.com
Napa Valley Lodge,reservations@napavalleylodge.com
The Shoals,events@theshoalsnorthfork.com
Hotel Help Services,jeffbyars@hotelhelpservices.com
Sparrow,info@sparrowboise.com
The Lodges at Gettysburg,denise@gettysburglodges.com
Hotel Villa Sylva,prenotazioni@hotelvillasylva.com
Siesta Motel,varzil@siestamotel.net
Explore Charleston,acalhoun@explorecharleston.com
Hotel  Seehang garni,info@seehang.com
The Perry Hotel Key West,info@perrykeywest.com
LCPA,lucopreserve@gmail.com
Walk Eat Nashville,walkeatnashville@gmail.com
Mayflower Park Hotel,mayflowerpark@mayflowerpark.com
Lochindaal Hotel,info@lochindaalhotel.co.uk
Inn at Mavericks,innkeeper@innatmavericks.com
Hotel Hevresac,info@hotelhevresac.com
Casa Larrea Inn,reservations@casalarrea.com
Bross Hotel,brosshotel@paonia.com
thind,info@thindmanagement.com
Starlight Glamping,starlightglamping.us@gmail.com
zanehospitality.com,sales@zanehospitality.com
"Cayuga Tourism, NY",pr@tourcayuga.com
Hotel & Restaurant Zum Kap Arkona,info@zum-kap-arkona.de
The Longleaf Hotel,info@thelongleafhotel.com
White Sands Hotel,talktous@whitesandshotel.com
royalsuitesyucatanresort.com,info@vacationstoremiami.com
Hotel Pass Christian,stay@hotelpasschristian.com
Gran Hotel Queretaro,recepcion@granhoteldequeretaro.com.mx
Colcord Hotel,reservations@colcordhotel.com
Guest Check,info@theguestcheck.com
Carlisle House Bed & Breakfast,info@thecarlislehouse.com
"Hotel Wailea, Relais & Châteaux",info@hotelwailea.com
Nicholson Hotel,info@thenicholsonhotel.com
Bay Landing Hotel,reservations@baylandinghotel.com
45timessquarehotel.com,reservations@45timessquarehotel.com
The Boatslip,info@theboatslip.com
grandehotelamparo,reservas.grandehotelamparo@gmail.com
hotelpitol.com.br,reservas@hotelpitol.com.br
House of the Seasons,seasons@houseoftheseasons.com
Tucker Hill Inn,info@tuckerhilllodge.com
Centro Oeste Park Hotel,reservas@centrooesteparkhotel.com.br
The Broadmore Miami Beach,res@broadmoremiamibeach.com
30328652389,reservation.osbb@gmail.com
Austin City Hotel,stay@austincityhotel.com
The Lexington NYC,info@lexingtonnyc.com
The Siena Hotel,info@sienahotel.com
Sun Tower Hotel & Suites,info@suntowerhotelsuites.com
Canoga Hotel,gm@canogahotel.com
RV Rental Housing,shawn@rvrentalhousing.com
Outlook Inn,info@outlookinn.com
RoomsToSaloonsHospitality,rachel@roomstosaloonshospitality.com
Brentwood Hotel,reservations@brentwood-hotel.com
Elegant Housing,sales@eleganthousing.org
READE Hotel Capital,mark@readehotelcapital.com
Eagle Parking,sales@eagleparking.com
Timberlake Motel,gsr@timberlakemotel.net
NorthCoast Hotel Liq,info@northcoasthotelliquidation.com
Historic Plaza Hotel,lisa.prairiehillcafe@gmail.com
Holiday Inn Lakewood,karendavis@hilakewood.com
The Ordinary,mail@eattheordinary.com
Myer Motel,info@myermotel.com
Hotel Portmán,reservas@hotelportman.com
Grage Hotel Cirebon,rdm.gragehotelcirebon@gmail.com
Fenton Hotel,nick@fentonhotel.com
Narrow Gauge Inn,ngi@sti.net
BW Royal Oak Hotel,reservations-slo@royaloakhotel.com
Vittatoe Consulting,info@vittatoeconsulting.com
THE LODGE AT KENEDY,lodgeatkenedy@gmail.com
The Orchid Hotel,reservations@orchidhotel.com
Peppermill Inn,peppermill-inn@outlook.com
The Lexi,lexi@thelexilasvegas.com
Los Gatos B&B,info@losgatosbandb.com
GreenTree Inn Sedona,na.sed@greentreeinn.com
Lexington Relocation,info@lexingtonrelocation.com
Hotel Brigitte,info@hotel-restaurant-brigitte.de
Hotel Durant,info@durantaspen.com
HMP Properties,info@hmphotels.com
Hotel New Coklat,salehlimpo@gmail.com
Grand Highland Hotel,info@grandhighlandhotel.com
The Station by Compo Hotels,contact@compohotels.com
Big Bend Holiday Hotel,bigbendhh@gmail.com
Hotel Bellevue,hotel@bellevueclubhotel.com
Golden Stone Inn,info@goldenstoneinn.com
"Hotel Puntagrande - El Hierro - Canary islands, Spain",info@hotelpuntagrande.com
Trademark Tours,a.schobodt@gmail.com
Midtown Hotel,midtown@natdev.com
Falmouth Heights Motor Lodge,info@falmouthheightsresort.com
Coral Seas Oceanfront Motel,coralseasmotel@gmail.com
Marylander Hotel Condo,inquire@marylandercondo.net
Piety Hill Cottages,kimijmilo@gmail.com
Hotel Lucija,info@hotel-lucija.com
Alaska Creekside Cabins,info@alaskacreeksidecabins.com
Carlton Arms Hotel,info@carltonarms.com
DB Hotel Verona,info@dbhotelverona.it
Columbus Grand Hotel @ Banquet Center,gm@columbusgrandhotel.com
The Overland Hotel & Saloon,maryk13@gmail.com
Century Hotel,reservations@thecenturyhotel.com
Ironworks Hotel Indy,info@ironworkshotelindy.com
Benbow Historic Inn,confirmations@benbowinn.com
ArtHouse Hotel New York City,connect@arthousehotelnyc.com
Friday Harbor House,info@fridayharborhouse.com
Chicago Club Inn & Suites Illinois,clubhouse@oakbrookinn.com
GPHA,gpha@pittsburgh-hotels.org
Streamline Hotel,crew@streamlinehotel.com
Kinn Guesthouse,info@kinnguesthouse.com
Hotel Verdant,info@hotelverdant.com
Hotel Commonwealth,allreservations@hotelcommonwealth.com
KE,info@khannahotels.com
Hotel Casablanca Boutique,info@hotelcasablancaboutique.com
Juliet Sailing and Diving,info@sailjuliet.com
Concorde Hotel NYC,guestservice@concordehotelnewyork.com
Hospitality Dynamic Solutions,bunny@hospitalitydynamicsolutions.com
Hotel Rapids,info@hotelrapids.com
Hotel Staffers,info@hotelstaffers.com
Fort Seward Condos,fscondos@aptalaska.net
Can Sastre Hotel,info@cansastre.com
Visit Mammoth,info@visitmammoth.com
The Brown Hotel,reservations@brownhotel.com
Hotel Alma Di Alghero,booking@hotel-alma-alghero.it
Hotel Gerl,info@hotel-gerl.at
Rapid Hotel Supplies,jan.novak@server.cz
Alcalde Hotel,bdtaub@gmail.com
Kulaniapia Falls,experience@waterfall.net
Water's Edge Inn,info@innatfollybeach.com
Rochambeau Roadside Inn,general@stayrochambeau.com
Stowe Inn & Tavern,hello@stoweinn.com
Outer Banks Oceanfront Hotel,frontdesk@shuttersonthebanks.com
Lake Natoma Inn,reservations@lakenatomainn.com
Gualala Country Inn,admin@gualalabungalow.com
Utah Hotel & Lodging Association,jordangarn@gmail.com
ARHC,contact@arhsc.com
Mount Merino Manor,info@mountmerinomanor.com
Swiss Mountain Village,info@swissmountain.com
Hotel Yountville,reservations@hotelyountville.com
Brassey Hotel,reservations@domahotels.com.au
{$hotel_name},info@shandrani.com
Gilpatrick's Hotel Chitina,info@hotelchitina.com
Erlebnisort Gassenhof,info@gassenhof.com
Hôtel Agena,hotelagena.reservation@orange.fr
West Hill House B&B,innkeepers@westhillbb.com
Hotel 17,hotel17ny@gmail.com
Central Florida Hotel & Lodging Association,cfhla_info@cfhla.org
Hotel John Brinckmann,info@hotel-john-brinckman.de
Dugger Dinners,dugger@duggerdinners.com
Bill Speidel's Underground Tour,info@undergroundtour.com
Thornewood Castle,info@thornewoodcastle.com
Tybee Island Rentals,info@tybeeislandrentals.com
Trinidad Retreats,info@trinidadretreats.com
Holiday Shores,reservations@beachtrips.com
Hotel Garni-Haus-Schmidt,mail@hotel-schmidt.com
Highland Coast Hotels,reservations@highlandcoasthotels.com
Chehalem Ridge Bed & Breakfast,innkeeper@chehalemridge.com
Engadine Inn and Cabins,innkeeper@engadineinnandcabins.com
Musicland Hotel,musiclandhotel@gmail.com
1880 House,linda@1880house.com
Cornerstone Inn,josie@cornerstoneinnbnb.com
Mission Ranch,info@missionranchcarmel.com
The Ashton Hotel,info-ashton@theashtonhotel.com
PHC,info@premierhotel.com
Blue Mountain Mist,relaxed@bluemountainmist.com
Desert Paradise Hotel,reservations@desertparadise.com
Heavenly Lodge,innkeepers@heavenlyvalleylodge.com
The Wilderness Inn,info@thewildernessinn.com
Jean Lafitte House,lafitteresorts@gmail.com
Stelle Hotel,info@stellehotel.com
Mackinaw City Hotels,info@mackinaw-city.com
Silver Dunes Condominiums,info@silverdunesfl.com
The 5th Street Inn,innkeeper@the5thstreetinn.com
Glen Eyrie,reservations@gleneyrie.org
La Maison In Midtown,info@lamaisonmidtown.com
hotelbuttermilk.com,info@innataspen.com
Hotel Seitner Hof,info@seitnerhof.de
The Wanderlust,info@thewanderlusthostel.com
City Suites Hotel,info@chicagocitysuites.com
General Lewis Inn,info@generallewisinn.com
Cultivate Hospitality Group,info@cultivate-hospitality.com
Albert Hotel,info@alberthotel.com
Clarion Hotel & Conference Center of Toms River,info@clarionhoteltomsriver.com
Hotel Wagrainerhof,info@wagrainerhof.com
Jubilee Suites,info@jubileesuites.com
Brynwood on the River,info@brynwood.com
Landmark Inn,info@landmarkinncooperstown.com
Grand Adirondack Hotel,info@grandadirondack.com
roanokeboutiquehotel,hello@roanokeboutiquehotel.com
Conwell Inn,info@conwellinn.com
SlicedFigs,hello@slicedfigs.com
Lockwood Hotel,info@lockwood-hotel.com
Beacon Hill Hotel,info@beaconhillhotel.com
Cuyama Buckhorn,hello@cuyamabuckhorn.com
BB Riverboats,info@bbriverboats.com
Clay Corner Inn & Restaurant,info@blacksburgbnb.com
Fife and Drum Inn,admission@wm.edu
Visit Oxnard,info@visitoxnard.com
Quirk Hotel,guestservices@quirkrichmond.com
,forms@tambourine.com
Aaron's Photo Tours,info@aaronstours.com
Liv Hospitality,info@livhotelgroup.com
Land?s End Inn,info@landsendinn.com
Coratel Inn,implementation@skypalaceinn.com
Dora Hospitality,hello@dorahg.com
AJ Link,alejandro@ajlink.com
Hotel Gasthof Fenzl,gasthof.fenzl@t-online.de
Hotel Al Ponte Antico Golino,info@alponteantico.ch
El Colibri Hotel,elcolibrireservations@pacificahost.com
Hotel Hartness,info@hotelhartness.com
The Tiger Hotel,frontdesk@thetigerhotel.com
GoldenPineappleClub,goldenpineappleclub@gmail.com
Hotel Gasthaus Steiger,hotel-steiger@t-online.de
The Saguaro Palm Springs,reservations.palmsprings@thesaguaro.com
Amrâth Hotel & Thermen Born - Sittard,info@amrathhotels.com
Daxton Hotel,info@daxtonhotel.com
The Lodges at Gettysburg,beth@gettysburglodges.com
